NAMESPACE            NAME                                                              READY   STATUS      RESTARTS          AGE
ilens-core    job.batch/kafka-lag-alerts-28991880                            0/1           2d21h      2d21h
ilens-core    job.batch/pod-status-infra-28991880                            0/1           2d21h      2d21h
ilens-core    job.batch/pod-status-infra-28991895                            0/1           2d21h      2d21h
ilens-core    job.batch/kafka-lag-alerts-28991910                            0/1           2d20h      2d20h
ilens-core    job.batch/pod-status-infra-28991910                            0/1           2d20h      2d20h
ilens-core    job.batch/pod-status-infra-28991925                            0/1           2d20h      2d20h
ilens-core    job.batch/kafka-lag-alerts-28991940                            0/1           2d20h      2d20h
ilens-core    job.batch/pod-status-infra-28991940                            0/1           2d20h      2d20h
ilens-core    job.batch/pod-status-infra-28991955                            0/1           2d20h      2d20h
ilens-core    job.batch/kafka-lag-alerts-28991970                            0/1           2d19h      2d19h
ilens-core    job.batch/pod-status-infra-28991970                            0/1           2d19h      2d19h
ilens-core    job.batch/pod-status-infra-28991985                            0/1           2d19h      2d19h
ilens-core    job.batch/pod-status-infra-28992000                            0/1           2d19h      2d19h
ilens-core    job.batch/kafka-lag-alerts-28992000                            0/1           2d19h      2d19h
ilens-core    job.batch/pod-status-infra-28992015                            0/1           2d19h      2d19h
ilens-core    job.batch/kafka-lag-alerts-28992030                            0/1           2d18h      2d18h
ilens-core    job.batch/pod-status-infra-28992030                            0/1           2d18h      2d18h
ilens-core    job.batch/pod-status-infra-28992045                            0/1           2d18h      2d18h
ilens-core    job.batch/infra-arango-backup-28992060                         0/1           2d18h      2d18h
ilens-core    job.batch/kafka-lag-alerts-28992060                            0/1           2d18h      2d18h
ilens-core    job.batch/pod-status-infra-28992060                            0/1           2d18h      2d18h
ilens-core    job.batch/infra-mongo-backup-28992060                          0/1           2d18h      2d18h
ilens-core    job.batch/pod-status-infra-28992075                            0/1           2d18h      2d18h
ilens-core    job.batch/kafka-lag-alerts-28992090                            0/1           2d17h      2d17h
ilens-core    job.batch/pod-status-infra-28992090                            0/1           2d17h      2d17h
ilens-core    job.batch/pod-status-infra-28992105                            0/1           2d17h      2d17h
ilens-core    job.batch/pod-status-infra-28992120                            0/1           2d17h      2d17h
ilens-core    job.batch/kafka-lag-alerts-28992120                            0/1           2d17h      2d17h
ilens-core    job.batch/pod-status-infra-28992135                            0/1           2d17h      2d17h
ilens-core    job.batch/pod-status-infra-28992150                            0/1           2d16h      2d16h
ilens-core    job.batch/kafka-lag-alerts-28992150                            0/1           2d16h      2d16h
ilens-core    job.batch/pod-status-infra-28992165                            0/1           2d16h      2d16h
ilens-core    job.batch/kafka-lag-alerts-28992180                            0/1           2d16h      2d16h
ilens-core    job.batch/pod-status-infra-28992180                            0/1           2d16h      2d16h
ilens-core    job.batch/pod-status-infra-28992195                            0/1           2d16h      2d16h
ilens-core    job.batch/kafka-lag-alerts-28992210                            0/1           2d15h      2d15h
ilens-core    job.batch/pod-status-infra-28992210                            0/1           2d15h      2d15h
ilens-core    job.batch/pod-status-infra-28992225                            0/1           2d15h      2d15h
ilens-core    job.batch/kafka-lag-alerts-28992240                            0/1           2d15h      2d15h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28992240           0/1           2d15h      2d15h
ilens-core    job.batch/pod-status-infra-28992240                            0/1           2d15h      2d15h
ilens-core    job.batch/infra-arango-backup-28992240                         0/1           2d15h      2d15h
ilens-core    job.batch/infra-mongo-backup-28992240                          0/1           2d15h      2d15h
ilens-core    job.batch/pod-status-infra-28992255                            0/1           2d15h      2d15h
ilens-core    job.batch/kafka-lag-alerts-28992270                            0/1           2d14h      2d14h
ilens-core    job.batch/pod-status-infra-28992270                            0/1           2d14h      2d14h
ilens-core    job.batch/pod-status-infra-28992285                            0/1           2d14h      2d14h
ilens-core    job.batch/pod-status-infra-28992300                            0/1           2d14h      2d14h
ilens-core    job.batch/kafka-lag-alerts-28992300                            0/1           2d14h      2d14h
ilens-core    job.batch/pod-status-infra-28992315                            0/1           2d14h      2d14h
ilens-core    job.batch/pod-status-infra-28992330                            0/1           2d13h      2d13h
ilens-core    job.batch/kafka-lag-alerts-28992330                            0/1           2d13h      2d13h
ilens-core    job.batch/pod-status-infra-28992345                            0/1           2d13h      2d13h
ilens-core    job.batch/pod-status-infra-28992360                            0/1           2d13h      2d13h
ilens-core    job.batch/kafka-lag-alerts-28992360                            0/1           2d13h      2d13h
ilens-core    job.batch/pod-status-infra-28992375                            0/1           2d13h      2d13h
ilens-core    job.batch/kafka-lag-alerts-28992390                            0/1           2d12h      2d12h
ilens-core    job.batch/pod-status-infra-28992390                            0/1           2d12h      2d12h
ilens-core    job.batch/pod-status-infra-28992405                            0/1           2d12h      2d12h
ilens-core    job.batch/infra-arango-backup-28992420                         0/1           2d12h      2d12h
ilens-core    job.batch/kafka-lag-alerts-28992420                            0/1           2d12h      2d12h
ilens-core    job.batch/pod-status-infra-28992420                            0/1           2d12h      2d12h
ilens-core    job.batch/infra-mongo-backup-28992420                          0/1           2d12h      2d12h
ilens-core    job.batch/pod-status-infra-28992435                            0/1           2d12h      2d12h
ilens-core    job.batch/kafka-lag-alerts-28992450                            0/1           2d11h      2d11h
ilens-core    job.batch/pod-status-infra-28992450                            0/1           2d11h      2d11h
ilens-core    job.batch/pod-status-infra-28992465                            0/1           2d11h      2d11h
ilens-core    job.batch/kafka-lag-alerts-28992480                            0/1           2d11h      2d11h
ilens-core    job.batch/pod-status-infra-28992480                            0/1           2d11h      2d11h
ilens-core    job.batch/pod-status-core-28992495                             0/1           2d11h      2d11h
ilens-core    job.batch/pod-status-infra-28992495                            0/1           2d11h      2d11h
ilens-core    job.batch/pod-status-infra-28992510                            0/1           2d10h      2d10h
ilens-core    job.batch/kafka-lag-alerts-28992510                            0/1           2d10h      2d10h
ilens-core    job.batch/pod-status-infra-28992525                            0/1           2d10h      2d10h
ilens-core    job.batch/kafka-lag-alerts-28992540                            0/1           2d10h      2d10h
ilens-core    job.batch/pod-status-infra-28992540                            0/1           2d10h      2d10h
ilens-core    job.batch/pod-status-infra-28992555                            0/1           2d10h      2d10h
ilens-core    job.batch/kafka-lag-alerts-28992570                            0/1           2d9h       2d9h
ilens-core    job.batch/pod-status-infra-28992570                            0/1           2d9h       2d9h
ilens-core    job.batch/pod-status-infra-28992585                            0/1           2d9h       2d9h
ilens-core    job.batch/infra-postgres-backup-28992600                       0/1           2d9h       2d9h
ilens-core    job.batch/infra-arango-backup-28992600                         0/1           2d9h       2d9h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28992600           0/1           2d9h       2d9h
ilens-core    job.batch/infra-mongo-backup-28992600                          0/1           2d9h       2d9h
ilens-core    job.batch/infra-redis-backup-28992600                          0/1           2d9h       2d9h
ilens-core    job.batch/pod-status-infra-28992600                            0/1           2d9h       2d9h
ilens-core    job.batch/kafka-lag-alerts-28992600                            0/1           2d9h       2d9h
ilens-core    job.batch/pod-status-infra-28992615                            0/1           2d9h       2d9h
ilens-core    job.batch/pod-status-infra-28992630                            0/1           2d8h       2d8h
ilens-core    job.batch/kafka-lag-alerts-28992630                            0/1           2d8h       2d8h
ilens-core    job.batch/pod-status-infra-28992645                            0/1           2d8h       2d8h
ilens-core    job.batch/kafka-lag-alerts-28992660                            0/1           2d8h       2d8h
ilens-core    job.batch/pod-status-infra-28992660                            0/1           2d8h       2d8h
ilens-core    job.batch/pod-status-infra-28992675                            0/1           2d8h       2d8h
ilens-core    job.batch/kafka-lag-alerts-28992690                            0/1           2d7h       2d7h
ilens-core    job.batch/pod-status-infra-28992690                            0/1           2d7h       2d7h
ilens-core    job.batch/pod-status-infra-28992705                            0/1           2d7h       2d7h
ilens-core    job.batch/kafka-lag-alerts-28992720                            0/1           2d7h       2d7h
ilens-core    job.batch/pod-status-infra-28992720                            0/1           2d7h       2d7h
ilens-core    job.batch/pod-status-infra-28992735                            0/1           2d7h       2d7h
ilens-core    job.batch/kafka-lag-alerts-28992750                            0/1           2d6h       2d6h
ilens-core    job.batch/pod-status-infra-28992750                            0/1           2d6h       2d6h
ilens-core    job.batch/pod-status-infra-28992765                            0/1           2d6h       2d6h
ilens-core    job.batch/pod-status-infra-28992780                            0/1           2d6h       2d6h
ilens-core    job.batch/kafka-lag-alerts-28992780                            0/1           2d6h       2d6h
ilens-core    job.batch/infra-arango-backup-28992780                         0/1           2d6h       2d6h
ilens-core    job.batch/infra-mongo-backup-28992780                          0/1           2d6h       2d6h
ilens-core    job.batch/restart-infra-pods-28992790                          0/1           2d6h       2d6h
ilens-core    job.batch/pod-status-infra-28992795                            0/1           2d6h       2d6h
ilens-core    job.batch/pod-status-infra-28992810                            0/1           2d5h       2d5h
ilens-core    job.batch/kafka-lag-alerts-28992810                            0/1           2d5h       2d5h
ilens-core    job.batch/pod-status-infra-28992825                            0/1           2d5h       2d5h
ilens-core    job.batch/pod-status-infra-28992840                            0/1           2d5h       2d5h
ilens-core    job.batch/kafka-lag-alerts-28992840                            0/1           2d5h       2d5h
ilens-core    job.batch/pod-status-infra-28992855                            0/1           2d5h       2d5h
ilens-core    job.batch/kafka-lag-alerts-28992870                            0/1           2d4h       2d4h
ilens-core    job.batch/pod-status-infra-28992870                            0/1           2d4h       2d4h
ilens-core    job.batch/pod-status-infra-28992885                            0/1           2d4h       2d4h
ilens-core    job.batch/kafka-lag-alerts-28992900                            0/1           2d4h       2d4h
ilens-core    job.batch/pod-status-infra-28992900                            0/1           2d4h       2d4h
ilens-core    job.batch/pod-status-infra-28992915                            0/1           2d4h       2d4h
ilens-core    job.batch/pod-status-infra-28992930                            0/1           2d3h       2d3h
ilens-core    job.batch/kafka-lag-alerts-28992930                            0/1           2d3h       2d3h
ilens-core    job.batch/pod-status-infra-28992945                            0/1           2d3h       2d3h
ilens-core    job.batch/infra-arango-backup-28992960                         0/1           2d3h       2d3h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28992960           0/1           2d3h       2d3h
ilens-core    job.batch/pod-status-infra-28992960                            0/1           2d3h       2d3h
ilens-core    job.batch/kafka-lag-alerts-28992960                            0/1           2d3h       2d3h
ilens-core    job.batch/infra-mongo-backup-28992960                          0/1           2d3h       2d3h
ilens-core    job.batch/pod-status-infra-28992975                            0/1           2d3h       2d3h
ilens-core    job.batch/kafka-lag-alerts-28992990                            0/1           2d2h       2d2h
ilens-core    job.batch/pod-status-infra-28992990                            0/1           2d2h       2d2h
ilens-core    job.batch/pod-status-infra-28993005                            0/1           2d2h       2d2h
ilens-core    job.batch/kafka-lag-alerts-28993020                            0/1           2d2h       2d2h
ilens-core    job.batch/pod-status-infra-28993020                            0/1           2d2h       2d2h
ilens-core    job.batch/pod-status-infra-28993035                            0/1           2d2h       2d2h
ilens-core    job.batch/kafka-lag-alerts-28993050                            0/1           2d1h       2d1h
ilens-core    job.batch/pod-status-infra-28993050                            0/1           2d1h       2d1h
ilens-core    job.batch/pod-status-infra-28993065                            0/1           2d1h       2d1h
ilens-core    job.batch/pod-status-infra-28993080                            0/1           2d1h       2d1h
ilens-core    job.batch/kafka-lag-alerts-28993080                            0/1           2d1h       2d1h
ilens-core    job.batch/pod-status-infra-28993095                            0/1           2d1h       2d1h
ilens-core    job.batch/kafka-lag-alerts-28993110                            0/1           2d         2d
ilens-core    job.batch/pod-status-infra-28993110                            0/1           2d         2d
ilens-core    job.batch/pod-status-infra-28993125                            0/1           2d         2d
ilens-core    job.batch/kafka-lag-alerts-28993140                            0/1           2d         2d
ilens-core    job.batch/pod-status-infra-28993140                            0/1           2d         2d
ilens-core    job.batch/infra-mongo-backup-28993140                          0/1           2d         2d
ilens-core    job.batch/infra-arango-backup-28993140                         0/1           2d         2d
ilens-core    job.batch/pod-status-infra-28993155                            0/1           2d         2d
ilens-core    job.batch/kafka-lag-alerts-28993170                            0/1           47h        47h
ilens-core    job.batch/pod-status-infra-28993170                            0/1           47h        47h
ilens-core    job.batch/pod-status-infra-28993185                            0/1           47h        47h
ilens-core    job.batch/kafka-lag-alerts-28993200                            0/1           47h        47h
ilens-core    job.batch/pod-status-infra-28993200                            0/1           47h        47h
ilens-core    job.batch/pod-status-core-28993215                             0/1           47h        47h
ilens-core    job.batch/pod-status-infra-28993215                            0/1           47h        47h
ilens-core    job.batch/kafka-lag-alerts-28993230                            0/1           46h        46h
ilens-core    job.batch/pod-status-infra-28993230                            0/1           46h        46h
ilens-core    job.batch/pod-status-infra-28993245                            0/1           46h        46h
ilens-core    job.batch/kafka-lag-alerts-28993260                            0/1           46h        46h
ilens-core    job.batch/pod-status-infra-28993260                            0/1           46h        46h
ilens-core    job.batch/pod-status-infra-28993275                            0/1           46h        46h
ilens-core    job.batch/kafka-lag-alerts-28993290                            0/1           45h        45h
ilens-core    job.batch/pod-status-infra-28993290                            0/1           45h        45h
ilens-core    job.batch/pod-status-infra-28993305                            0/1           45h        45h
ilens-core    job.batch/infra-postgres-backup-28993320                       0/1           45h        45h
ilens-core    job.batch/infra-mongo-backup-28993320                          0/1           45h        45h
ilens-core    job.batch/infra-redis-backup-28993320                          0/1           45h        45h
ilens-core    job.batch/infra-arango-backup-28993320                         0/1           45h        45h
ilens-core    job.batch/pod-status-infra-28993320                            0/1           45h        45h
ilens-core    job.batch/kafka-lag-alerts-28993320                            0/1           45h        45h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28993320           0/1           45h        45h
ilens-core    job.batch/pod-status-infra-28993335                            0/1           45h        45h
ilens-core    job.batch/pod-status-infra-28993350                            0/1           44h        44h
ilens-core    job.batch/kafka-lag-alerts-28993350                            0/1           44h        44h
ilens-core    job.batch/pod-status-infra-28993365                            0/1           44h        44h
ilens-core    job.batch/pod-status-infra-28993380                            0/1           44h        44h
ilens-core    job.batch/kafka-lag-alerts-28993380                            0/1           44h        44h
ilens-core    job.batch/pod-status-infra-28993395                            0/1           44h        44h
ilens-core    job.batch/kafka-lag-alerts-28993410                            0/1           43h        43h
ilens-core    job.batch/pod-status-infra-28993410                            0/1           43h        43h
ilens-core    job.batch/pod-status-infra-28993425                            0/1           43h        43h
ilens-core    job.batch/kafka-lag-alerts-28993440                            0/1           43h        43h
ilens-core    job.batch/pod-status-infra-28993440                            0/1           43h        43h
ilens-core    job.batch/pod-status-infra-28993455                            0/1           43h        43h
ilens-core    job.batch/pod-status-infra-28993470                            0/1           42h        42h
ilens-core    job.batch/kafka-lag-alerts-28993470                            0/1           42h        42h
ilens-core    job.batch/pod-status-infra-28993485                            0/1           42h        42h
ilens-core    job.batch/kafka-lag-alerts-28993500                            0/1           42h        42h
ilens-core    job.batch/infra-arango-backup-28993500                         0/1           42h        42h
ilens-core    job.batch/pod-status-infra-28993500                            0/1           42h        42h
ilens-core    job.batch/infra-mongo-backup-28993500                          0/1           42h        42h
ilens-core    job.batch/pod-status-infra-28993515                            0/1           42h        42h
ilens-core    job.batch/kafka-lag-alerts-28993530                            0/1           41h        41h
ilens-core    job.batch/pod-status-infra-28993530                            0/1           41h        41h
ilens-core    job.batch/pod-status-infra-28993545                            0/1           41h        41h
ilens-core    job.batch/kafka-lag-alerts-28993560                            0/1           41h        41h
ilens-core    job.batch/pod-status-infra-28993560                            0/1           41h        41h
ilens-core    job.batch/pod-status-infra-28993575                            0/1           41h        41h
ilens-core    job.batch/kafka-lag-alerts-28993590                            0/1           40h        40h
ilens-core    job.batch/pod-status-infra-28993590                            0/1           40h        40h
ilens-core    job.batch/pod-status-infra-28993605                            0/1           40h        40h
ilens-core    job.batch/pod-status-infra-28993620                            0/1           40h        40h
ilens-core    job.batch/kafka-lag-alerts-28993620                            0/1           40h        40h
ilens-core    job.batch/pod-status-infra-28993635                            0/1           40h        40h
ilens-core    job.batch/pod-status-infra-28993650                            0/1           39h        39h
ilens-core    job.batch/kafka-lag-alerts-28993650                            0/1           39h        39h
ilens-core    job.batch/pod-status-infra-28993665                            0/1           39h        39h
ilens-core    job.batch/infra-arango-backup-28993680                         0/1           39h        39h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28993680           0/1           39h        39h
ilens-core    job.batch/kafka-lag-alerts-28993680                            0/1           39h        39h
ilens-core    job.batch/pod-status-infra-28993680                            0/1           39h        39h
ilens-core    job.batch/infra-mongo-backup-28993680                          0/1           39h        39h
ilens-core    job.batch/pod-status-infra-28993695                            0/1           39h        39h
ilens-core    job.batch/pod-status-infra-28993710                            0/1           38h        38h
ilens-core    job.batch/kafka-lag-alerts-28993710                            0/1           38h        38h
ilens-core    job.batch/pod-status-infra-28993725                            0/1           38h        38h
ilens-core    job.batch/kafka-lag-alerts-28993740                            0/1           38h        38h
ilens-core    job.batch/pod-status-infra-28993740                            0/1           38h        38h
ilens-core    job.batch/pod-status-infra-28993755                            0/1           38h        38h
ilens-core    job.batch/kafka-lag-alerts-28993770                            0/1           37h        37h
ilens-core    job.batch/pod-status-infra-28993770                            0/1           37h        37h
ilens-core    job.batch/pod-status-infra-28993785                            0/1           37h        37h
ilens-core    job.batch/pod-status-infra-28993800                            0/1           37h        37h
ilens-core    job.batch/kafka-lag-alerts-28993800                            0/1           37h        37h
ilens-core    job.batch/pod-status-infra-28993815                            0/1           37h        37h
ilens-core    job.batch/pod-status-infra-28993830                            0/1           36h        36h
ilens-core    job.batch/kafka-lag-alerts-28993830                            0/1           36h        36h
ilens-core    job.batch/pod-status-infra-28993845                            0/1           36h        36h
ilens-core    job.batch/infra-arango-backup-28993860                         0/1           36h        36h
ilens-core    job.batch/pod-status-infra-28993860                            0/1           36h        36h
ilens-core    job.batch/infra-mongo-backup-28993860                          0/1           36h        36h
ilens-core    job.batch/kafka-lag-alerts-28993860                            0/1           36h        36h
ilens-core    job.batch/pod-status-infra-28993875                            0/1           36h        36h
ilens-core    job.batch/kafka-lag-alerts-28993890                            0/1           35h        35h
ilens-core    job.batch/pod-status-infra-28993890                            0/1           35h        35h
ilens-core    job.batch/pod-status-infra-28993905                            0/1           35h        35h
ilens-core    job.batch/pod-status-infra-28993920                            0/1           35h        35h
ilens-core    job.batch/kafka-lag-alerts-28993920                            0/1           35h        35h
ilens-core    job.batch/pod-status-infra-28993935                            0/1           35h        35h
ilens-core    job.batch/pod-status-core-28993935                             0/1           35h        35h
ilens-core    job.batch/kafka-lag-alerts-28993950                            0/1           34h        34h
ilens-core    job.batch/pod-status-infra-28993950                            0/1           34h        34h
ilens-core    job.batch/pod-status-infra-28993965                            0/1           34h        34h
ilens-core    job.batch/pod-status-infra-28993980                            0/1           34h        34h
ilens-core    job.batch/kafka-lag-alerts-28993980                            0/1           34h        34h
ilens-core    job.batch/pod-status-infra-28993995                            0/1           34h        34h
ilens-core    job.batch/kafka-lag-alerts-28994010                            0/1           33h        33h
ilens-core    job.batch/pod-status-infra-28994010                            0/1           33h        33h
ilens-core    job.batch/pod-status-infra-28994025                            0/1           33h        33h
ilens-core    job.batch/infra-mongo-backup-28994040                          0/1           33h        33h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28994040           0/1           33h        33h
ilens-core    job.batch/infra-postgres-backup-28994040                       0/1           33h        33h
ilens-core    job.batch/infra-arango-backup-28994040                         0/1           33h        33h
ilens-core    job.batch/infra-redis-backup-28994040                          0/1           33h        33h
ilens-core    job.batch/pod-status-infra-28994040                            0/1           33h        33h
ilens-core    job.batch/kafka-lag-alerts-28994040                            0/1           33h        33h
ilens-core    job.batch/pod-status-infra-28994055                            0/1           33h        33h
ilens-core    job.batch/pod-status-infra-28994070                            0/1           32h        32h
ilens-core    job.batch/kafka-lag-alerts-28994070                            0/1           32h        32h
ilens-core    job.batch/pod-status-infra-28994085                            0/1           32h        32h
ilens-core    job.batch/kafka-lag-alerts-28994100                            0/1           32h        32h
ilens-core    job.batch/pod-status-infra-28994100                            0/1           32h        32h
ilens-core    job.batch/pod-status-infra-28994115                            0/1           32h        32h
ilens-core    job.batch/kafka-lag-alerts-28994130                            0/1           31h        31h
ilens-core    job.batch/pod-status-infra-28994130                            0/1           31h        31h
ilens-core    job.batch/pod-status-infra-28994145                            0/1           31h        31h
ilens-core    job.batch/kafka-lag-alerts-28994160                            0/1           31h        31h
ilens-core    job.batch/pod-status-infra-28994160                            0/1           31h        31h
ilens-core    job.batch/pod-status-infra-28994175                            0/1           31h        31h
ilens-core    job.batch/kafka-lag-alerts-28994190                            0/1           30h        30h
ilens-core    job.batch/pod-status-infra-28994190                            0/1           30h        30h
ilens-core    job.batch/pod-status-infra-28994205                            0/1           30h        30h
ilens-core    job.batch/kafka-lag-alerts-28994220                            0/1           30h        30h
ilens-core    job.batch/pod-status-infra-28994220                            0/1           30h        30h
ilens-core    job.batch/infra-arango-backup-28994220                         0/1           30h        30h
ilens-core    job.batch/infra-mongo-backup-28994220                          0/1           30h        30h
ilens-core    job.batch/pod-status-infra-28994235                            0/1           30h        30h
ilens-core    job.batch/pod-status-infra-28994250                            0/1           29h        29h
ilens-core    job.batch/kafka-lag-alerts-28994250                            0/1           29h        29h
ilens-core    job.batch/pod-status-infra-28994265                            0/1           29h        29h
ilens-core    job.batch/kafka-lag-alerts-28994280                            0/1           29h        29h
ilens-core    job.batch/pod-status-infra-28994280                            0/1           29h        29h
ilens-core    job.batch/pod-status-infra-28994295                            0/1           29h        29h
ilens-core    job.batch/kafka-lag-alerts-28994310                            0/1           28h        28h
ilens-core    job.batch/pod-status-infra-28994310                            0/1           28h        28h
ilens-core    job.batch/pod-status-infra-28994325                            0/1           28h        28h
ilens-core    job.batch/pod-status-infra-28994340                            0/1           28h        28h
ilens-core    job.batch/kafka-lag-alerts-28994340                            0/1           28h        28h
ilens-core    job.batch/pod-status-infra-28994355                            0/1           28h        28h
ilens-core    job.batch/pod-status-infra-28994370                            0/1           27h        27h
ilens-core    job.batch/kafka-lag-alerts-28994370                            0/1           27h        27h
ilens-core    job.batch/pod-status-infra-28994385                            0/1           27h        27h
ilens-core    job.batch/kafka-lag-alerts-28994400                            0/1           27h        27h
ilens-core    job.batch/infra-mongo-backup-28994400                          0/1           27h        27h
ilens-core    job.batch/infra-arango-backup-28994400                         0/1           27h        27h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28994400           0/1           27h        27h
ilens-core    job.batch/pod-status-infra-28994400                            0/1           27h        27h
ilens-core    job.batch/pod-status-infra-28994415                            0/1           27h        27h
ilens-core    job.batch/kafka-lag-alerts-28994430                            0/1           26h        26h
ilens-core    job.batch/pod-status-infra-28994430                            0/1           26h        26h
ilens-core    job.batch/pod-status-infra-28994445                            0/1           26h        26h
ilens-core    job.batch/kafka-lag-alerts-28994460                            0/1           26h        26h
ilens-core    job.batch/pod-status-infra-28994460                            0/1           26h        26h
ilens-core    job.batch/pod-status-infra-28994475                            0/1           26h        26h
ilens-core    job.batch/kafka-lag-alerts-28994490                            0/1           25h        25h
ilens-core    job.batch/pod-status-infra-28994490                            0/1           25h        25h
ilens-core    job.batch/pod-status-infra-28994505                            0/1           25h        25h
ilens-core    job.batch/kafka-lag-alerts-28994520                            0/1           25h        25h
ilens-core    job.batch/pod-status-infra-28994520                            0/1           25h        25h
ilens-core    job.batch/pod-status-infra-28994535                            0/1           25h        25h
ilens-core    job.batch/kafka-lag-alerts-28994550                            0/1           24h        24h
ilens-core    job.batch/pod-status-infra-28994550                            0/1           24h        24h
ilens-core    job.batch/pod-status-infra-28994565                            0/1           24h        24h
ilens-core    job.batch/kafka-lag-alerts-28994580                            0/1           24h        24h
ilens-core    job.batch/infra-mongo-backup-28994580                          0/1           24h        24h
ilens-core    job.batch/pod-status-infra-28994580                            0/1           24h        24h
ilens-core    job.batch/infra-arango-backup-28994580                         0/1           24h        24h
ilens-core    job.batch/pod-status-infra-28994595                            0/1           24h        24h
ilens-core    job.batch/kafka-lag-alerts-28994610                            0/1           23h        23h
ilens-core    job.batch/pod-status-infra-28994610                            0/1           23h        23h
ilens-core    job.batch/pod-status-infra-28994625                            0/1           23h        23h
ilens-core    job.batch/kafka-lag-alerts-28994640                            0/1           23h        23h
ilens-core    job.batch/pod-status-infra-28994640                            0/1           23h        23h
ilens-core    job.batch/pod-status-core-28994655                             0/1           23h        23h
ilens-core    job.batch/pod-status-infra-28994655                            0/1           23h        23h
ilens-core    job.batch/kafka-lag-alerts-28994670                            0/1           22h        22h
ilens-core    job.batch/pod-status-infra-28994670                            0/1           22h        22h
ilens-core    job.batch/pod-status-infra-28994685                            0/1           22h        22h
ilens-core    job.batch/kafka-lag-alerts-28994700                            0/1           22h        22h
ilens-core    job.batch/pod-status-infra-28994700                            0/1           22h        22h
ilens-core    job.batch/pod-status-infra-28994715                            0/1           22h        22h
ilens-core    job.batch/kafka-lag-alerts-28994730                            0/1           21h        21h
ilens-core    job.batch/pod-status-infra-28994730                            0/1           21h        21h
ilens-core    job.batch/pod-status-infra-28994745                            0/1           21h        21h
ilens-core    job.batch/infra-kairosdb-incremental-backup-28994760           0/1           21h        21h
ilens-core    job.batch/infra-redis-backup-28994760                          0/1           21h        21h
ilens-core    job.batch/infra-postgres-backup-28994760                       0/1           21h        21h
ilens-core    job.batch/infra-arango-backup-28994760                         0/1           21h        21h
ilens-core    job.batch/infra-mongo-backup-28994760                          0/1           21h        21h
ilens-core    job.batch/pod-status-infra-28994760                            0/1           21h        21h
ilens-core    job.batch/kafka-lag-alerts-28994760                            0/1           21h        21h
ilens-core    job.batch/pod-status-infra-28994775                            0/1           21h        21h
ilens-core    job.batch/pod-status-infra-28994790                            0/1           20h        20h
ilens-core    job.batch/kafka-lag-alerts-28994790                            0/1           20h        20h
ilens-core    job.batch/pod-status-infra-28994805                            0/1           20h        20h
ilens-core    job.batch/kafka-lag-alerts-28994820                            0/1           20h        20h
ilens-core    job.batch/pod-status-infra-28994820                            0/1           20h        20h
ilens-core    job.batch/pod-status-infra-28994835                            0/1           20h        20h
ilens-core    job.batch/kafka-lag-alerts-28994850                            0/1           19h        19h
ilens-core    job.batch/pod-status-infra-28994850                            0/1           19h        19h
ilens-core    job.batch/pod-status-infra-28994865                            0/1           19h        19h
ilens-core    job.batch/pod-status-infra-28994880                            0/1           19h        19h
ilens-core    job.batch/kafka-lag-alerts-28994880                            0/1           19h        19h
ilens-core    job.batch/pod-status-infra-28994895                            0/1           19h        19h
ilens-core    job.batch/kafka-lag-alerts-28994910                            0/1           18h        18h
ilens-core    job.batch/pod-status-infra-28994910                            0/1           18h        18h
ilens-core    job.batch/pod-status-infra-28994925                            0/1           18h        18h
ilens-infra   job.batch/postgres-repo1-full-28994940                         0/1           18h        18h
ilens-core    job.batch/kafka-lag-alerts-28994940                            0/1           18h        18h
ilens-core    job.batch/infra-mongo-backup-28994940                          0/1           18h        18h
ilens-core    job.batch/pod-status-infra-28994940                            0/1           18h        18h
ilens-core    job.batch/infra-arango-backup-28994940                         0/1           18h        18h
ilens-core    job.batch/pod-status-infra-28994955                            0/1           18h        18h
ilens-core    job.batch/pod-status-infra-28994970                            0/1           17h        17h
ilens-core    job.batch/kafka-lag-alerts-28994970                            0/1           17h        17h
ilens-core    job.batch/pod-status-infra-28994985                            0/1           17h        17h
ilens-core    job.batch/kafka-lag-alerts-28995000                            0/1           17h        17h
ilens-core    job.batch/pod-status-infra-28995000                            0/1           17h        17h
ilens-core    job.batch/pod-status-infra-28995015                            0/1           17h        17h
ilens-core    job.batch/kafka-lag-alerts-28995030                            0/1           16h        16h
ilens-core    job.batch/pod-status-infra-28995030                            0/1           16h        16h
ilens-core    job.batch/pod-status-infra-28995045                            0/1           16h        16h
ilens-core    job.batch/pod-status-infra-28995060                            0/1           16h        16h
ilens-core    job.batch/kafka-lag-alerts-28995060                            0/1           16h        16h
ilens-core    job.batch/pod-status-infra-28995075                            0/1           16h        16h
ilens-core    job.batch/pod-status-infra-28995090                            0/1           15h        15h
ilens-core    job.batch/kafka-lag-alerts-28995090                            0/1           15h        15h
ilens-core    job.batch/pod-status-infra-28995105                            0/1           15h        15h
ilens-core    job.batch/pod-status-infra-28995120                            0/1           15h        15h
